Name	Sex	Korean	Math	English
Choi	M	77	46	64
Park	F	76	63	64
Park	M	86	95	70
Choi	M	84	74	64
Choi	F	87	68	60
Park	M	68	67	79
Hong	F	71	60	77
Choi	F	83	70	65
Kim	F	74	50	67
Hong	M	84	13	57
Park	F	86	65	70
Kim	F	81	45	76
Choi	M	81	54	67
Park	F	78	92	75
Hong	M	66	30	72
Park	F	87	40	79
Park	F	78	92	78
Hong	M	87	79	96
Choi	M	65	31	78
Kim	M	82	53	52
Hong	M	76	71	64
Kim	M	82	45	68
Kim	M	88	94	53
Choi	F	63	55	79
Choi	F	95	49	60
Choi	M	98	17	52
Hong	M	89	23	40
Park	M	78	100	60
Hong	M	80	77	64
Kim	M	64	49	77
Park	M	77	46	73
Hong	F	69	67	54
Choi	F	82	74	70
Hong	F	76	68	77
Choi	M	80	55	79
Choi	M	97	14	74
Kim	M	85	61	68
Hong	M	65	53	68
Choi	F	85	64	68
Hong	F	79	65	91
Choi	F	92	44	69
Park	F	90	55	83
Hong	F	73	66	73
Choi	F	88	55	81
Kim	F	93	58	74
Park	M	82	85	50
Hong	M	91	63	67
Park	F	81	64	71
Kim	M	71	63	75
Kim	M	70	58	63
Hong	F	77	65	67
Kim	F	89	76	95
Kim	F	95	56	63
Park	M	83	33	75
Kim	F	74	60	68
Choi	F	75	66	54
Park	M	82	38	58
Park	M	91	84	81
Park	F	81	62	49
Park	F	85	64	67
Hong	M	73	40	83
Kim	F	82	43	72
Kim	M	83	82	74
Choi	F	94	45	78
Kim	M	85	69	79
Hong	F	91	66	62
Kim	F	93	99	70
Park	F	75	44	70
Kim	M	74	73	86
Kim	F	85	61	66
Kim	M	73	40	62
Hong	M	75	70	61
Kim	F	72	53	49
Kim	M	71	82	68
Choi	F	87	83	59
Choi	M	80	79	72
Kim	F	91	50	73
Kim	M	86	38	87
Hong	F	82	71	57
Choi	F	86	26	66
Hong	F	85	80	60
Kim	F	92	44	54
Hong	M	72	62	69
Choi	M	79	59	77
Hong	M	85	100	74
Choi	F	95	37	69
Park	M	96	81	83
Kim	F	76	27	82
Kim	F	92	85	57
Park	M	75	86	52
Kim	F	74	6	73
Hong	F	82	65	61
Kim	M	82	62	74
Park	F	72	83	56
Park	F	77	51	80
Choi	F	73	95	81
Kim	M	69	37	82
Hong	F	73	62	69
Kim	F	86	71	65
Kim	M	79	75	84
Hong	M	81	77	56
Park	F	90	54	63
Choi	M	83	59	74
Hong	M	64	85	66
Choi	F	73	87	71
Hong	F	65	53	65
Hong	M	86	89	83
Choi	F	83	60	93
Choi	F	72	85	83
Kim	M	87	88	41
Hong	M	87	19	80
Choi	F	79	84	75
Hong	F	80	75	79
Park	F	94	90	65
Kim	M	61	24	68
Hong	M	93	50	71
Hong	M	95	56	74
Choi	F	70	42	70
Choi	F	97	40	61
Hong	F	72	75	77
Hong	F	78	88	74
Kim	M	89	44	71
Kim	F	78	36	72
Kim	M	85	81	63
Kim	M	85	50	73
Park	M	76	72	85
Hong	M	84	58	70
Hong	M	77	100	76
Hong	F	62	58	60
Hong	F	74	67	72
Park	M	94	70	88
Choi	M	77	30	77
Choi	M	70	33	74
Kim	M	91	48	67
Park	M	79	48	63
Kim	M	75	91	76
Park	M	77	64	51
Park	F	77	47	79
Park	M	78	84	68
Park	M	92	32	46
Kim	F	73	62	73
Park	M	90	61	76
Choi	F	77	31	86
Kim	F	84	60	73
Park	F	81	100	62
Hong	M	84	59	75
Kim	F	68	25	70
Hong	M	90	85	63
Hong	M	73	66	88
Kim	M	70	57	79
Choi	F	67	74	71
Kim	F	62	70	66
Choi	M	79	100	61
Hong	M	76	46	72
Hong	M	72	56	78
Hong	F	94	98	76
Kim	M	77	98	79
Hong	F	80	59	85
Hong	F	100	65	72
Choi	M	83	60	68
Choi	M	88	37	59
Choi	M	66	51	59
Hong	F	58	52	73
Kim	F	78	67	80
Park	M	100	65	77
Hong	F	73	37	71
Kim	F	90	73	76
Choi	M	83	51	84
Hong	F	82	46	63
Choi	F	77	75	62
Choi	M	84	41	82
Hong	M	83	100	73
Choi	M	75	60	69
Park	F	86	61	71
Park	F	74	23	73
Hong	F	79	38	79
Park	F	88	67	57
Choi	M	66	47	72
Park	M	85	44	52
Choi	F	80	42	61
Park	M	79	55	72
Park	M	73	86	67
Kim	F	86	81	74
Kim	M	100	84	53
Kim	F	80	41	68
Park	F	75	74	69
Choi	F	59	79	60
Hong	F	94	68	72
Choi	F	77	63	59
Kim	M	79	100	79
Kim	M	84	65	73
Kim	F	85	26	57
Park	M	80	54	66
Choi	M	68	100	81
Kim	F	88	67	73
Hong	F	73	71	90
Hong	M	100	88	72
Kim	M	90	76	64
Hong	M	92	68	70
Park	M	70	75	73
Park	F	70	44	76
Hong	F	64	51	69
Choi	M	53	61	66
Kim	M	79	49	44
Choi	F	82	75	56
Choi	F	79	44	80
Kim	F	77	49	57
Choi	F	82	64	75
Park	M	78	86	60
Kim	F	61	71	85
Park	M	76	97	68
Choi	F	91	33	74
Choi	F	80	78	68
Park	F	68	48	72
Hong	M	83	68	61
Hong	M	95	93	65
Choi	M	69	61	89
Park	M	82	58	76
Kim	F	72	49	77
Park	F	76	85	62
Park	M	86	64	76
Hong	M	73	51	71
Park	F	77	51	73
Kim	F	74	42	66
Hong	M	65	100	84
Park	F	85	73	60
Park	M	68	75	79
Choi	F	73	34	77
Hong	M	89	55	66
Hong	M	76	29	80
Choi	F	81	49	82
Choi	F	64	74	78
Kim	F	79	88	76
Park	F	65	76	80
Choi	F	69	87	75
Hong	M	86	66	64
Kim	F	100	42	62
Park	F	76	81	68
Kim	F	69	77	67
Hong	F	74	57	70
Kim	F	92	65	81
Hong	F	92	46	83
Kim	M	74	11	72
Choi	M	88	78	63
Choi	F	78	48	69
Choi	M	84	82	67
Kim	F	83	64	70
Park	M	79	59	75
Hong	F	82	59	73
Hong	F	66	69	83
Hong	F	89	48	67
Hong	F	72	49	68
Choi	F	77	84	76
Park	F	82	65	66
Hong	F	83	74	51
Choi	F	83	56	84
Kim	M	96	31	60
Kim	F	80	100	79
Hong	F	81	31	68
Choi	M	71	75	72
Hong	M	96	87	80
Kim	F	56	19	65
Hong	F	69	43	64
Choi	M	78	50	84
Park	F	66	90	67
Choi	M	79	33	74
Kim	M	92	55	64
Kim	F	81	45	53
Choi	M	85	38	71
Kim	F	89	18	90
Kim	F	80	57	61
Park	M	62	87	63
Choi	M	73	41	65
Park	M	69	47	77
Park	M	79	100	64
Park	M	74	42	64
Kim	M	70	85	69
Hong	F	74	48	73
Choi	F	62	75	59
Park	F	66	69	76
Kim	M	80	75	54
Park	F	72	54	72
Park	M	75	66	58
Hong	F	80	76	63
Hong	M	88	90	68
Kim	F	78	67	80
Choi	M	85	51	68
Park	F	79	64	67
Choi	M	88	85	65
Park	M	80	55	71
Choi	F	60	84	49
Kim	F	85	46	65
Kim	F	50	50	63
Hong	F	78	66	76
Kim	F	71	99	75
Park	F	72	78	81
Choi	F	80	42	67
Hong	F	69	83	65
Park	M	65	49	58
Kim	F	97	84	75
Kim	F	78	52	61
Hong	F	76	59	64
Choi	M	100	27	68
Kim	M	100	75	67
Kim	F	90	38	90
Hong	M	80	57	83
Hong	F	80	70	72
Kim	F	89	60	79
Choi	F	85	57	71
Kim	M	85	33	64
Hong	M	82	72	70
Park	M	92	87	90
Hong	M	76	61	67
Choi	F	76	76	70
Choi	F	75	85	74
Hong	M	79	50	62
Hong	M	74	53	71
Park	F	93	40	74
Kim	F	67	63	65
Hong	M	83	45	58
Choi	M	70	72	55
Choi	F	73	23	66
Choi	F	82	61	63
Park	F	85	56	54
Choi	M	73	43	58
Park	M	69	89	82
Park	M	65	18	78
Park	F	70	46	85
Choi	M	99	47	80
Hong	F	78	57	68
Park	M	86	28	57
Park	M	66	53	73
Park	M	80	78	71
Park	M	100	32	75
Hong	F	89	55	66
Kim	F	92	77	66
Hong	M	100	62	83
Park	F	100	30	88
Hong	M	83	90	68
Choi	M	100	60	70
Kim	M	67	48	65
Hong	M	89	67	70
Park	F	87	52	64
Park	F	87	35	61
Hong	M	61	26	67
Hong	M	73	66	62
Hong	F	78	88	68
Park	F	73	42	83
Hong	M	85	73	83
Kim	F	66	85	93
Hong	M	78	67	69
Kim	F	92	46	72
Choi	M	100	59	62
Park	M	71	78	79
Park	M	64	96	75
Park	F	85	79	67
Kim	M	72	100	53
Choi	M	62	85	67
Park	F	83	77	57
Park	M	85	100	67
Park	F	96	66	73
Kim	F	73	67	75
Park	M	83	65	90
Park	F	79	26	79
Hong	M	71	65	79
Choi	M	71	53	71
Hong	M	70	45	62
Choi	F	76	48	76
Choi	M	71	55	91
Choi	M	76	45	73
Kim	F	85	60	80
Choi	M	97	34	86
Hong	F	81	53	64
Choi	F	87	71	67
Hong	F	84	52	66
Kim	M	79	60	61
Choi	M	98	81	63
Park	M	85	50	66
Park	M	94	79	65
Hong	F	70	68	73
Kim	M	85	10	69
Kim	M	57	66	73
Choi	F	70	51	68
Hong	M	76	51	67
Hong	F	77	52	85
Kim	F	80	80	64
Choi	F	83	28	59
Hong	M	86	72	60
Choi	M	90	43	73
Park	F	100	25	83
Hong	F	88	73	84
Kim	F	73	75	75
Hong	F	93	46	69
Hong	M	69	64	69
Hong	F	79	32	87
Hong	M	73	47	80
Kim	M	83	52	58
Kim	M	84	63	68
Choi	F	68	65	65
Hong	F	91	40	59
Kim	M	81	58	62
Choi	M	76	74	72
Park	M	65	-12	67
Choi	F	90	81	69
Hong	M	86	73	60
Kim	F	65	81	85
Hong	M	79	67	85
Choi	M	100	68	80
Kim	F	82	65	79
Choi	M	71	60	73
Hong	F	82	85	66
Kim	F	80	93	68
Choi	F	74	48	63
Hong	M	78	44	63
Kim	M	84	33	65
Park	M	72	50	65
Hong	M	96	2	72
Hong	M	74	59	72
Park	M	96	49	67
Choi	M	77	95	69
Choi	M	92	58	75
Park	M	85	59	67
Hong	F	86	56	68
Choi	M	76	66	68
Park	F	71	42	90
Choi	M	87	47	81
Hong	F	78	87	59
Choi	F	76	33	63
Hong	M	71	37	81
Kim	F	78	75	84
Choi	F	73	38	74
Choi	F	77	44	63
Choi	M	78	43	53
Park	F	81	55	52
Choi	F	76	81	58
Choi	M	72	72	63
Choi	F	70	49	66
Kim	F	86	62	47
Park	F	71	40	78
Kim	M	70	74	83
Kim	F	96	85	83
Choi	F	75	98	77
Hong	F	77	40	66
Choi	F	76	66	70
Choi	F	65	84	78
Choi	M	66	53	58
Hong	F	85	26	67
Hong	F	62	76	68
Hong	M	85	53	81
Choi	F	60	47	52
Park	F	74	35	82
Hong	M	70	50	67
Hong	M	78	38	82
Choi	M	80	64	60
Park	M	80	32	60
Park	M	77	62	72
Choi	M	86	49	71
Kim	F	81	87	64
Park	M	74	67	59
Choi	F	74	76	57
Park	F	75	58	69
Hong	F	82	88	63
Kim	M	90	76	74
Choi	M	94	49	72
Hong	F	85	21	62
Hong	M	80	100	79
Hong	M	96	64	72
Park	M	82	85	67
Park	F	90	29	79
Choi	F	80	85	65
Hong	F	78	69	75
Choi	F	59	32	66
Park	F	69	43	66
Kim	M	76	49	69
Kim	M	89	48	57
Park	F	79	73	74
Park	F	91	83	51
Hong	M	77	72	56
Choi	M	93	92	55
Hong	M	79	55	87
Kim	M	80	57	68
Park	M	73	100	76
Hong	F	88	72	74
Hong	M	84	51	69
Hong	F	87	52	71
Kim	M	93	35	75
Choi	M	73	71	76
Kim	M	81	14	69
Hong	F	69	70	65
Hong	M	72	42	72
Kim	M	75	47	83
Kim	M	78	96	60
Kim	F	74	46	70
Choi	F	78	66	59
Kim	M	95	25	73
Hong	M	100	39	56
Kim	F	73	43	88
Hong	F	86	87	62
Hong	M	67	62	66
Hong	M	69	28	58
Hong	F	96	66	76
Kim	F	70	44	61
Kim	M	82	51	84
Park	M	75	25	75
Park	F	84	97	67
Park	F	85	70	86
Choi	F	71	27	77
Park	F	99	55	71
Choi	M	78	62	55
Kim	M	85	78	79
Choi	M	81	41	75
Kim	M	75	38	84
Hong	F	87	78	69
Kim	F	77	69	64
Choi	M	88	62	84
Kim	M	75	91	90
Hong	F	78	70	88
Hong	F	100	60	81
Park	M	77	59	80
Park	F	70	62	52
Hong	F	81	44	83
Hong	M	96	37	61
Kim	M	68	79	71
Choi	F	77	69	76
Choi	M	75	51	83
Choi	F	81	64	62
Kim	M	79	73	62
Kim	F	87	77	78
Kim	M	74	2	61
Choi	F	80	47	64
Choi	M	94	88	73
Choi	F	81	62	59
Choi	M	65	55	87
Kim	M	82	62	67
Kim	M	87	34	77
Choi	F	87	51	60
Kim	F	77	73	71
Park	F	95	52	55
Kim	F	86	78	69
Hong	F	88	57	61
Park	M	91	88	87
Kim	F	96	25	64
Hong	M	100	60	79
Kim	M	62	37	74
Kim	M	71	67	57
Hong	F	82	67	70
Choi	F	91	22	71
Hong	M	83	61	66
Choi	M	71	35	73
Hong	M	88	52	71
Hong	M	92	62	74
Kim	F	68	48	58
Choi	F	81	42	65
Choi	M	96	74	77
Kim	F	100	44	70
Choi	F	96	41	49
Kim	F	79	72	73
Kim	F	76	70	79
Choi	M	69	36	62
Park	M	78	76	65
Hong	F	71	60	93
Park	M	73	55	82
Hong	F	76	53	75
Hong	M	79	49	77
Kim	M	87	93	72
Choi	M	93	78	65
Hong	M	78	69	68
Hong	M	73	54	70
Park	M	70	31	65
Kim	F	81	52	76
Kim	F	76	55	69
Kim	F	97	22	70
Park	M	58	99	82
Hong	M	84	35	70
Kim	F	72	79	73
Park	M	71	87	69
Park	M	72	57	50
Kim	M	76	93	70
Kim	M	92	43	83
Park	F	63	50	78
Park	M	75	67	61
Choi	M	86	92	58
Kim	F	88	67	76
Hong	M	85	57	95
Choi	M	91	46	53
Choi	M	88	48	76
Hong	M	85	93	53
Choi	M	82	36	66
Park	M	85	29	79
Hong	F	69	2	71
Kim	M	96	0	68
Hong	F	86	56	70
Hong	F	83	64	65
Kim	F	79	56	80
Hong	M	97	68	71
Kim	F	91	53	63
Kim	F	65	36	56
Park	F	85	48	75
Kim	M	72	30	61
Hong	M	80	41	64
Choi	M	92	94	67
Park	F	82	67	68
Hong	M	98	56	73
Kim	M	85	21	73
Choi	M	92	77	69
Choi	M	77	83	84
Hong	F	85	13	57
Park	F	69	50	66
Park	M	86	90	73
Hong	F	63	24	82
Kim	M	92	73	60
Hong	M	82	64	71
Kim	F	80	22	79
Park	M	68	93	79
Kim	M	80	64	80
Park	M	70	58	44
Kim	M	97	72	80
Park	F	73	30	72
Choi	M	92	40	75
Choi	F	80	40	82
Kim	M	85	74	84
Park	F	88	46	61
Park	F	69	65	66
Hong	M	73	36	64
Park	M	79	28	75
Choi	M	53	52	77
Kim	M	84	40	56
Hong	F	93	76	78
Hong	F	89	86	58
Hong	M	95	38	75
Kim	F	88	51	60
Kim	M	80	46	71
Park	M	94	55	64
Park	F	86	40	86
Hong	F	84	82	93
Choi	M	82	33	62
Kim	M	93	100	74
Choi	M	70	56	69
Kim	M	78	83	64
Park	F	80	49	82
Hong	M	64	73	71
Hong	F	67	76	78
Choi	F	60	75	62
Hong	M	72	45	81
Kim	F	92	90	79
Kim	F	87	74	65
Choi	F	62	42	73
Choi	F	82	77	58
Kim	M	78	48	77
Hong	F	80	72	53
Kim	F	69	68	62
Hong	M	93	60	59
Choi	M	83	54	78
Hong	F	86	60	68
Hong	F	78	91	68
Park	M	68	70	63
Kim	M	83	35	70
Kim	M	61	60	56
Park	M	82	60	68
Park	M	80	29	74
Hong	F	81	57	79
Kim	F	73	65	60
Hong	F	69	39	78
Kim	M	87	100	56
Choi	M	80	56	75
Choi	F	73	56	65
Hong	M	79	75	60
Park	M	85	51	49
Hong	M	78	8	74
Kim	F	81	52	69
Kim	M	81	50	67
Hong	M	94	72	66
Hong	F	87	52	61
Kim	F	68	27	77
Kim	F	51	42	67
Hong	F	62	88	96
Park	M	86	36	66
Choi	M	69	79	70
Hong	M	66	56	74
Hong	M	72	17	71
Park	M	78	68	80
Park	F	85	83	58
Kim	M	91	47	64
Choi	F	72	35	77
Park	M	99	45	68
Hong	M	76	90	71
Park	M	89	47	59
Kim	M	70	51	67
Choi	F	72	41	66
Hong	M	60	75	83
Kim	M	88	83	68
Kim	F	84	50	78
Hong	M	76	62	82
Choi	F	82	58	51
Kim	F	78	9	56
Choi	F	78	39	71
Choi	M	77	58	81
Choi	F	100	76	74
Park	F	97	71	80
Choi	M	68	75	62
Kim	F	73	52	67
Hong	F	77	51	60
Hong	F	90	84	78
Park	M	68	65	70
Park	M	65	46	79
Kim	M	78	74	70
Park	F	91	46	65
Kim	M	88	93	67
Hong	M	80	91	60
Hong	F	76	56	75
Choi	M	62	59	72
Kim	F	100	99	80
Kim	F	70	54	72
Park	F	87	49	71
Choi	M	91	54	85
Hong	F	71	88	74
Park	F	100	95	58
Park	M	81	63	60
Kim	F	99	88	76
Choi	F	95	42	73
Kim	F	74	83	76
Hong	M	94	80	73
Park	M	75	19	66
Choi	M	100	67	56
Choi	F	80	-13	76
Choi	F	84	55	53
Choi	F	95	35	66
Kim	F	88	93	50
Park	M	87	56	57
Hong	F	78	43	60
Hong	M	76	27	64
Park	M	86	55	68
Kim	M	80	65	68
Park	M	77	76	58
Hong	F	70	67	74
Park	M	82	43	71
Park	M	72	60	78
Hong	F	71	75	63
Hong	M	71	46	75
Park	F	84	66	65
Park	M	88	68	84
Kim	M	75	48	74
Choi	F	75	40	77
Kim	F	72	44	67
Park	M	96	70	77
Park	F	65	76	60
Hong	M	73	83	73
Park	M	85	61	59
Kim	F	68	48	70
Hong	M	80	38	57
Kim	F	78	52	74
Kim	F	73	47	80
Hong	F	77	64	78
Hong	F	100	75	81
Choi	M	100	66	74
Hong	M	97	84	42
Choi	F	82	34	60
Choi	F	76	37	73
Park	M	83	95	75
Choi	F	83	92	95
Choi	M	67	33	57
Park	M	71	27	96
Kim	M	74	31	84
Park	M	87	23	81
Hong	F	73	56	71
Hong	F	75	92	50
Kim	M	64	52	87
Hong	M	91	44	76
Park	F	67	78	67
Park	M	72	65	67
Choi	F	81	98	72
Park	F	100	86	59
Park	M	94	35	71
Kim	M	68	59	67
Choi	F	76	67	100
Hong	F	80	44	70
Park	F	60	56	76
Choi	F	78	41	75
Choi	F	94	64	96
Park	M	64	47	68
Park	F	85	48	55
Park	F	92	56	68
Kim	M	89	66	69
Choi	M	89	52	79
Choi	F	83	57	72
Choi	F	69	66	76
Kim	F	97	100	63
Kim	M	79	66	68
Choi	F	67	94	77
Kim	M	86	83	70
Hong	M	71	64	69
Hong	F	87	91	72
Hong	M	73	21	72
Kim	M	79	79	75
Choi	F	86	36	72
Hong	F	97	40	59
Kim	F	79	85	90
Kim	M	66	59	77
Park	M	74	52	59
Kim	F	75	87	81
Choi	M	81	74	76
Kim	M	80	88	80
Park	M	83	45	72
Hong	F	72	33	67
Hong	F	77	74	84
Kim	F	77	86	66
Choi	M	65	97	63
Park	M	84	40	91
Kim	F	75	60	69
Hong	F	81	98	58
Hong	F	78	57	56
Kim	F	79	71	70
Choi	F	70	16	64
Park	M	83	65	65
Hong	F	78	83	66
Kim	F	83	100	76
Park	M	89	45	67
Park	F	72	40	84
Choi	F	76	65	69
Choi	F	83	69	56
Kim	M	83	46	50
Park	M	79	76	62
Park	F	76	50	92
Park	M	79	57	74
Hong	F	85	49	72
Kim	M	76	36	63
Choi	M	74	73	64
Park	M	99	85	63
Park	M	75	59	68
Park	F	74	62	93
Hong	F	75	48	76
Choi	F	87	59	66
Park	M	85	72	64
Choi	M	85	91	80
Park	F	71	55	62
Kim	F	78	50	71
Park	M	65	60	88
Hong	M	85	92	62
Kim	M	82	36	89
Kim	M	85	69	79
Choi	M	81	52	59
Kim	F	59	74	61
Kim	F	84	26	71
Hong	M	69	92	56
Kim	M	83	77	67
Park	F	70	55	72
Choi	M	100	46	67
Park	F	61	71	69
Kim	F	88	56	59
Choi	F	80	82	85
Park	F	76	76	57
Park	M	74	90	88
Park	F	80	43	76
Park	M	69	54	78
Kim	F	80	63	73
Choi	M	65	55	79
Kim	F	87	75	69
Choi	M	66	70	77
Choi	F	86	88	75
Choi	M	89	39	78
Choi	M	96	70	64
Choi	F	87	46	54
Kim	F	89	51	91
Kim	F	92	59	75
Kim	F	86	61	67
Park	M	87	76	73
Kim	F	83	50	73
Kim	F	79	47	59
Kim	F	71	71	69
Hong	M	77	62	78
Hong	F	90	58	75
Choi	M	71	62	77
Kim	M	67	53	76
Choi	M	96	46	75
Park	F	88	90	62
Kim	F	70	42	61
Kim	M	85	89	70
Park	M	63	95	73
Hong	M	69	70	65
Kim	F	89	42	67
Kim	M	79	51	68
Kim	M	92	89	61
Park	M	67	63	83
Park	M	83	50	67
Hong	F	85	51	56
Park	M	73	61	73
Park	F	71	54	84
Park	M	89	80	57
Hong	F	91	68	75
Hong	M	77	75	76
Kim	F	73	66	63
Park	F	81	70	66
Hong	M	72	46	82
Choi	M	100	66	69
Choi	M	77	16	71
Park	M	76	85	67
Park	M	92	69	79
Kim	M	96	65	75
Park	M	88	55	70
Choi	F	69	68	72
Hong	M	71	60	67
Park	M	76	78	71
Hong	F	87	61	62
Hong	M	87	85	64
Park	F	79	66	79
Hong	F	85	70	68
Hong	M	75	63	77
Hong	M	81	61	67
Choi	M	87	100	70
Park	F	89	97	55
Hong	F	66	50	56
Kim	F	74	53	70
Park	M	77	28	65
Choi	M	76	10	80
Kim	F	77	77	94
Choi	M	73	73	65
Hong	M	81	64	82
Park	F	87	84	77
Park	F	97	58	76
Kim	M	94	51	57
Hong	M	67	33	48
Kim	M	68	71	55
Choi	F	97	74	61
Hong	F	80	86	62
Choi	M	82	54	72
Kim	M	64	61	68
Choi	M	65	50	73
Hong	M	82	37	67
Park	M	92	60	68
Park	F	87	55	73
Kim	F	80	47	87
Hong	M	71	94	74
Hong	F	84	65	68
Kim	M	93	32	66
Choi	M	76	91	75
Kim	M	75	72	66
Park	F	49	55	66
Hong	F	78	48	72
Hong	F	77	29	56
Choi	F	78	58	61
Kim	M	77	86	62
Choi	M	91	78	60
Kim	F	70	35	60
Park	M	82	34	87
Kim	M	84	74	77
Choi	M	75	59	72
Kim	F	75	43	54
Park	F	80	58	58
Park	M	93	61	79
Choi	M	90	82	72
Kim	M	93	50	71
Choi	F	84	40	65
Kim	F	67	56	88
Choi	M	80	66	67
Hong	F	81	52	68
Choi	M	78	34	93
Kim	M	80	73	62
Hong	F	68	83	63
Hong	F	81	45	58
Kim	M	89	97	66
Kim	F	76	26	69
Hong	F	91	76	81
Kim	F	66	40	62
Hong	F	79	56	63
Park	F	100	58	55
Choi	F	81	64	86
Choi	M	81	90	73
Park	F	85	71	60
Park	F	79	78	66
Kim	F	76	48	67
Park	F	88	62	74
Park	M	82	42	84
Choi	F	67	45	67
Hong	M	72	90	60
Park	F	75	78	69
Hong	M	74	74	71
Choi	M	75	71	71
Choi	F	73	58	60
Kim	F	80	32	67
Hong	M	77	61	81
Park	M	83	58	71
Park	M	78	57	63
Hong	F	71	68	63
Park	M	85	86	66
Hong	M	71	33	76
Park	M	91	38	100
Choi	M	85	84	74
Choi	F	70	53	54
Choi	F	68	77	61
Choi	F	85	45	81
Kim	F	65	68	62
Kim	M	69	66	77
Park	M	63	39	76
Kim	F	70	92	57
Kim	M	78	70	56
Hong	F	91	75	71
Hong	F	74	83	57
Choi	F	78	69	53
Kim	F	69	82	86
Kim	F	77	66	55
Park	M	86	78	62
Hong	M	80	55	70
Hong	M	86	38	76
Hong	M	91	45	68
Park	F	70	89	61
Choi	M	90	52	84
Choi	M	80	56	68
Kim	F	79	51	83
Hong	M	100	56	76
Park	F	90	75	64
Kim	M	73	29	73
Choi	M	68	99	72
Kim	F	71	55	76
Park	M	99	53	70
Kim	F	82	78	75
Kim	F	81	69	56
Choi	M	84	49	72
Choi	M	82	73	72
Kim	F	87	100	82
Kim	M	87	37	65
Hong	M	100	65	71
Kim	M	91	47	92
Hong	M	78	46	66
Choi	F	70	86	78
Kim	F	67	60	56
Hong	M	76	53	60
Hong	F	78	41	68
Kim	M	74	50	75
Park	F	71	36	68
Park	F	66	64	65
Choi	M	67	48	70
Kim	F	75	77	60
Choi	F	81	48	70
Park	M	79	100	71
Park	M	73	73	64
Hong	M	86	71	85
Park	M	76	100	65
Hong	M	93	37	82
Kim	M	82	79	62
Park	F	86	74	73
Park	F	85	45	59
Hong	F	97	17	64
Park	M	70	66	89
Hong	M	88	42	64
Choi	M	80	42	80
Kim	M	57	73	71
Hong	M	79	89	71
Park	M	73	87	68
Kim	M	85	37	69
Park	F	85	90	78
Kim	F	93	54	61
Park	F	92	51	79
Choi	M	82	70	71
Kim	F	86	70	71
Kim	M	89	79	61
Hong	F	82	68	71
Choi	M	66	59	76
Park	M	67	68	59
Kim	M	87	73	74
Hong	F	90	15	90
Choi	F	85	79	47
Hong	M	75	58	68
Park	F	74	85	58
Park	F	72	68	54
Hong	M	75	81	81
Hong	F	81	61	65
Choi	M	65	63	64
Park	M	71	63	58
Hong	M	88	8	57
Park	F	94	77	72
Kim	M	68	72	42
Hong	M	85	56	66
Kim	M	92	99	58
Park	F	80	63	77
Choi	F	73	47	63
Park	F	80	34	69
Park	F	79	57	71
Choi	M	78	36	74
Kim	M	71	55	50
Park	M	100	83	54
Choi	M	84	65	75
Park	F	80	66	66
Kim	M	63	56	83
Choi	F	82	35	61
Hong	F	79	49	73
Choi	F	89	40	70
Park	M	70	73	61
Hong	M	84	50	90
Park	M	73	53	79
Hong	F	79	42	65
Park	F	75	62	55
Choi	M	87	47	62
Kim	M	82	63	78
Park	M	80	44	82
Park	F	88	77	77
Hong	F	74	52	82
Park	F	78	78	79
Kim	F	89	59	65
Choi	F	47	83	63
Choi	F	91	75	78
Kim	F	74	83	49
Hong	M	79	58	75
Kim	F	67	56	71
Kim	F	66	49	69
Choi	F	67	26	67
Hong	M	75	90	73
Park	F	86	71	72
Park	F	76	64	82
Kim	F	67	100	71
Choi	M	69	73	65
Kim	F	58	36	67
Hong	F	61	52	71
Hong	F	88	64	62
Hong	F	61	62	87
Park	F	66	63	71
Hong	F	95	62	60
Hong	M	66	70	63
Kim	F	65	45	65
Park	M	83	29	83
Park	F	83	53	55
Park	F	83	51	62
Park	F	70	92	79
Choi	F	74	37	73
Choi	F	98	44	71
Choi	F	78	78	58
Hong	F	73	76	70
Kim	F	82	72	68
Kim	F	77	67	76
Park	F	70	48	60
Choi	M	95	83	72
Kim	F	91	54	67
Park	M	83	72	96
Park	M	83	63	59
Park	M	86	68	62
Hong	F	86	50	97
Choi	F	94	26	70
Choi	F	99	67	67
Hong	M	65	41	86
Hong	M	66	73	84
Park	M	87	71	65
Kim	M	75	58	61
Hong	M	84	73	69
Hong	F	96	27	69
Choi	M	68	44	65
Choi	F	67	36	84
Park	M	80	71	75
Choi	F	78	45	69
Park	M	92	34	55
Hong	M	71	66	67
Park	F	73	82	81
Hong	M	89	71	77
Hong	F	82	54	89
Hong	M	82	53	80
Park	M	75	78	82
Park	M	77	55	83
Kim	M	68	56	58
Choi	F	90	47	79
Choi	F	77	26	74
Hong	M	82	62	66
Choi	F	82	67	58
Hong	M	79	88	70
Park	F	78	86	82
Hong	F	80	80	89
Park	M	76	60	73
Choi	F	83	49	74
Hong	F	71	65	74
Choi	M	73	45	73
Kim	F	80	70	59
Hong	M	86	42	60
Park	M	90	88	78
Kim	M	67	40	64
Choi	M	73	46	62
Kim	M	73	32	53
Choi	M	85	74	68
Kim	F	87	56	65
Choi	M	83	51	58
Kim	M	82	24	69
Park	M	77	66	65
Park	M	85	52	59
Kim	M	70	22	85
Park	M	98	38	71
Park	M	73	60	80
Park	F	76	52	78
Choi	F	71	40	78
Choi	F	71	75	58
Kim	M	83	63	59
Choi	F	88	48	86
Hong	F	69	59	86
Hong	F	78	51	65
